id_lead,data_primeiro_contato,origem,roteiro_interesse,modalidade,n_pessoas,mes_viagem_desejado,orcamento_aprox,status,data_fechamento,dias_ate_fechar,valor_venda
114724,2023-08-21,Google,Caminho do Norte,Premium,4,Janeiro,R$ 31.913,Negociando,,,
114725,2023-10-19,Indicação,Caminho Primitivo,Premium,2,Abril,R$ 23.094,Negociando,,,
114726,2024-09-22,WhatsApp,Caminho Francês,Guiado,3,Agosto,R$ 35.121,Perdido,,,
114727,2026-12-30,TikTok,Via Francigena,Premium,2,Maio,R$ 20.849,Fechado,2026-12-31,1,R$ 20.414
114728,2020-12-02,Instagram,Caminho Francês,Guiado,1,Junho,R$ 9.421,Fechado,2020-12-27,25,R$ 9.743
114729,2026-08-17,YouTube,Caminho Primitivo,Guiado,3,Setembro,R$ 29.343,Perdido,,,
114730,2023-01-20,Instagram,Caminho Francês,Guiado,2,Setembro,R$ 18.011,Fechado,2023-01-30,10,R$ 19.445
114731,2022-05-04,Google,Caminho Português,Guiado,4,Setembro,R$ 33.555,Perdido,,,
114732,2023-07-24,TikTok,Via Francigena,Guiado,3,Setembro,R$ 34.558,Perdido,,,
114733,2025-07-03,WhatsApp,Caminho Português,Autoguiado,2,Agosto,R$ 12.983,Fechado,2025-07-25,22,R$ 12.458
114734,2025-01-03,Google,Caminho do Norte,Premium,2,Agosto,R$ 16.235,Negociando,,,
114735,2024-05-15,Indicação,Via Francigena,Premium,2,Dezembro,R$ 20.672,Negociando,,,
114736,2024-12-31,YouTube,Caminho Português,Autoguiado,2,Maio,R$ 11.750,Negociando,,,
114737,2021-05-11,Instagram,Caminho Português,Guiado,2,Março,R$ 17.319,Perdido,,,
114738,2021-08-26,Indicação,Caminho Português,Autoguiado,2,Março,R$ 13.646,Negociando,,,
114739,2025-10-11,TikTok,Caminho Primitivo,Guiado,1,Maio,R$ 7.945,Fechado,2025-11-09,29,R$ 7.317
114740,2022-02-05,WhatsApp,Via Francigena,Premium,1,Janeiro,R$ 11.016,Fechado,2022-02-24,19,R$ 10.839
114741,2022-06-14,TikTok,Caminho Primitivo,Autoguiado,3,Janeiro,R$ 30.140,Fechado,2022-07-05,21,R$ 32.844
114742,2022-11-24,Google,Caminho Francês,Guiado,3,Fevereiro,R$ 26.965,Perdido,,,
114743,2026-05-10,TikTok,Caminho Francês,Autoguiado,1,Novembro,R$ 7.492,Fechado,2026-05-26,16,R$ 7.373
114744,2021-03-16,TikTok,Caminho Francês,Guiado,3,Julho,R$ 30.412,Negociando,,,
114745,2020-04-22,Indicação,Via Francigena,Autoguiado,1,Agosto,R$ 7.861,Sem resposta,,,
114746,2026-02-05,Google,Caminho Francês,Premium,1,Junho,R$ 8.575,Sem resposta,,,
114747,2023-02-07,Facebook,Caminho Português,Guiado,4,Julho,R$ 32.515,Perdido,,,
114748,2020-07-21,Indicação,Caminho Francês,Autoguiado,1,Outubro,R$ 10.683,Negociando,,,
114749,2023-10-27,YouTube,Caminho Francês,Guiado,4,Julho,R$ 36.262,Negociando,,,
114750,2024-12-08,WhatsApp,Caminho do Norte,Autoguiado,2,Agosto,R$ 15.179,Fechado,2024-12-20,12,R$ 16.238
114751,2022-12-12,TikTok,Via Francigena,Autoguiado,1,Agosto,R$ 10.296,Fechado,2023-01-14,33,R$ 10.024
114752,2025-01-02,Facebook,Caminho Francês,Guiado,2,Março,R$ 20.041,Negociando,,,
114753,2026-01-11,Facebook,Via Francigena,Premium,4,Outubro,R$ 45.068,Perdido,,,
114754,2024-06-30,Indicação,Via Francigena,Guiado,3,Junho,R$ 29.295,Negociando,,,
114755,2020-03-22,Instagram,Caminho Primitivo,Guiado,2,Abril,R$ 19.785,Fechado,2020-04-15,24,R$ 21.810
114756,2025-09-15,WhatsApp,Caminho do Norte,Autoguiado,3,Março,R$ 27.880,Negociando,,,
114757,2022-06-02,WhatsApp,Caminho Primitivo,Premium,5,Dezembro,R$ 39.574,Sem resposta,,,
114758,2022-02-09,TikTok,Caminho do Norte,Premium,1,Novembro,R$ 7.854,Fechado,2022-03-02,21,R$ 8.733
114759,2020-12-24,YouTube,Caminho Português,Guiado,3,Março,R$ 23.907,Sem resposta,,,
114760,2020-01-24,Indicação,Caminho Primitivo,Premium,2,Setembro,R$ 20.587,Negociando,,,
114761,2023-03-30,YouTube,Caminho do Norte,Guiado,1,Abril,R$ 8.082,Perdido,,,
114762,2026-01-18,Facebook,Caminho do Norte,Premium,1,Maio,R$ 9.122,Negociando,,,
114763,2021-05-31,WhatsApp,Caminho Primitivo,Autoguiado,4,Setembro,R$ 27.222,Negociando,,,
114764,2021-02-21,Instagram,Caminho Primitivo,Premium,1,Setembro,R$ 10.153,Sem resposta,,,
114765,2021-05-05,WhatsApp,Caminho Português,Premium,2,Fevereiro,R$ 12.843,Fechado,2021-05-26,21,R$ 13.174
114766,2025-04-22,Google,Caminho Português,Guiado,4,Julho,R$ 35.875,Fechado,2025-05-07,15,R$ 35.886
114767,2022-11-01,TikTok,Caminho do Norte,Guiado,2,Março,R$ 16.115,Perdido,,,
114768,2021-03-06,WhatsApp,Caminho do Norte,Guiado,1,Julho,R$ 11.049,Negociando,,,
114769,2023-10-24,YouTube,Caminho do Norte,Autoguiado,1,Abril,R$ 6.342,Sem resposta,,,
114770,2023-12-19,Indicação,Caminho do Norte,Guiado,1,Janeiro,R$ 7.614,Sem resposta,,,
114771,2024-12-06,Indicação,Via Francigena,Guiado,3,Dezembro,R$ 28.825,Sem resposta,,,
114772,2026-01-23,Facebook,Via Francigena,Guiado,2,Dezembro,R$ 24.426,Sem resposta,,,
114773,2025-05-26,Instagram,Via Francigena,Autoguiado,4,Novembro,R$ 40.506,Sem resposta,,,
114774,2023-11-04,Facebook,Caminho Francês,Premium,3,Janeiro,R$ 30.410,Perdido,,,
114775,2022-09-13,Instagram,Caminho Primitivo,Premium,1,Julho,R$ 9.841,Negociando,,,
114776,2021-03-29,Indicação,Caminho Primitivo,Premium,1,Novembro,R$ 10.563,Negociando,,,
114777,2024-11-10,Facebook,Caminho Primitivo,Premium,5,Dezembro,R$ 44.395,Sem resposta,,,
114778,2025-08-17,Google,Caminho do Norte,Premium,1,Janeiro,R$ 9.585,Perdido,,,
114779,2021-11-03,Facebook,Caminho Português,Premium,2,Dezembro,R$ 17.612,Negociando,,,
114780,2021-11-11,Google,Caminho Francês,Premium,1,Novembro,R$ 10.557,Negociando,,,
114781,2021-11-02,YouTube,Caminho Primitivo,Guiado,2,Maio,R$ 22.611,Negociando,,,
114782,2024-02-13,WhatsApp,Caminho Primitivo,Guiado,2,Maio,R$ 22.133,Negociando,,,
114783,2026-08-19,YouTube,Caminho Francês,Guiado,2,Julho,R$ 17.920,Perdido,,,
114784,2026-11-24,WhatsApp,Caminho Francês,Autoguiado,2,Maio,R$ 16.433,Sem resposta,,,
114785,2022-04-10,Google,Caminho do Norte,Premium,2,Fevereiro,R$ 20.500,Negociando,,,
114786,2022-03-14,Indicação,Caminho Primitivo,Guiado,1,Agosto,R$ 10.764,Perdido,,,
114787,2025-12-28,Instagram,Caminho do Norte,Premium,4,Novembro,R$ 36.367,Sem resposta,,,
114788,2026-11-22,TikTok,Caminho Francês,Autoguiado,1,Outubro,R$ 7.120,Negociando,,,
114789,2021-07-22,YouTube,Caminho Português,Autoguiado,2,Outubro,R$ 11.732,Perdido,,,
114790,2023-08-17,YouTube,Via Francigena,Guiado,3,Setembro,R$ 32.665,Perdido,,,
114791,2023-12-07,Instagram,Via Francigena,Autoguiado,2,Março,R$ 16.068,Negociando,,,
114792,2021-06-26,Indicação,Caminho Francês,Autoguiado,3,Maio,R$ 32.247,Negociando,,,
114793,2026-04-15,Google,Caminho Português,Guiado,2,Maio,R$ 18.262,Perdido,,,
114794,2024-10-12,WhatsApp,Caminho do Norte,Guiado,2,Março,R$ 15.720,Negociando,,,
114795,2025-12-06,TikTok,Caminho do Norte,Autoguiado,5,Novembro,R$ 43.157,Negociando,,,
114796,2023-07-27,WhatsApp,Caminho Português,Guiado,2,Outubro,R$ 16.612,Fechado,2023-08-30,34,R$ 17.259
114797,2021-04-09,YouTube,Caminho Primitivo,Guiado,1,Junho,R$ 8.807,Negociando,,,
114798,2021-04-12,Google,Via Francigena,Autoguiado,3,Fevereiro,R$ 25.729,Fechado,2021-04-26,14,R$ 24.980
114799,2024-08-01,Instagram,Caminho do Norte,Autoguiado,1,Abril,R$ 6.611,Fechado,2024-08-11,10,R$ 6.355
114800,2023-03-01,Facebook,Via Francigena,Autoguiado,2,Dezembro,R$ 19.742,Perdido,,,
114801,2020-10-29,WhatsApp,Caminho Português,Premium,3,Agosto,R$ 22.894,Negociando,,,
114802,2022-05-03,Instagram,Caminho do Norte,Premium,2,Fevereiro,R$ 17.960,Sem resposta,,,
114803,2020-02-19,TikTok,Caminho Português,Guiado,2,Novembro,R$ 15.486,Negociando,,,
114804,2026-03-07,Indicação,Caminho Francês,Autoguiado,1,Outubro,R$ 9.841,Perdido,,,
114805,2024-06-24,Google,Caminho Francês,Guiado,2,Maio,R$ 17.807,Negociando,,,
114806,2021-03-07,Instagram,Caminho do Norte,Guiado,2,Dezembro,R$ 21.931,Negociando,,,
114807,2023-03-02,TikTok,Via Francigena,Guiado,1,Maio,R$ 11.631,Sem resposta,,,
114808,2023-03-03,Facebook,Caminho Português,Premium,1,Dezembro,R$ 9.573,Fechado,2023-03-08,5,R$ 10.663
114809,2023-08-30,TikTok,Caminho Francês,Premium,2,Janeiro,R$ 21.572,Perdido,,,
114810,2025-12-01,Facebook,Caminho Primitivo,Autoguiado,4,Setembro,R$ 28.677,Perdido,,,
114811,2022-11-20,Instagram,Caminho Português,Guiado,3,Maio,R$ 22.950,Negociando,,,
114812,2022-11-10,Instagram,Caminho do Norte,Autoguiado,5,Março,R$ 32.779,Fechado,2022-12-08,28,R$ 30.591
114813,2020-03-18,Instagram,Caminho Francês,Premium,1,Janeiro,R$ 9.919,Sem resposta,,,
114814,2023-07-05,Facebook,Caminho Português,Guiado,5,Abril,R$ 46.745,Negociando,,,
114815,2022-11-24,Instagram,Via Francigena,Guiado,1,Novembro,R$ 12.011,Negociando,,,
114816,2023-06-12,Facebook,Caminho Primitivo,Premium,3,Julho,R$ 28.768,Fechado,2023-06-16,4,R$ 32.042
114817,2024-01-02,Indicação,Caminho Francês,Autoguiado,2,Julho,R$ 16.691,Perdido,,,
114818,2020-03-25,Facebook,Caminho do Norte,Premium,2,Julho,R$ 18.435,Negociando,,,
114819,2020-06-04,Indicação,Caminho Francês,Premium,3,Junho,R$ 32.569,Fechado,2020-06-06,2,R$ 30.485
114820,2021-06-19,WhatsApp,Caminho do Norte,Premium,4,Outubro,R$ 31.545,Negociando,,,
114821,2024-06-18,Indicação,Caminho Francês,Autoguiado,1,Julho,R$ 10.753,Sem resposta,,,
114822,2026-10-13,Indicação,Caminho Primitivo,Premium,2,Março,R$ 18.393,Negociando,,,
114823,2021-02-08,Google,Caminho Português,Premium,2,Agosto,R$ 17.169,Negociando,,,
114824,2026-03-31,WhatsApp,Caminho Primitivo,Premium,5,Janeiro,R$ 55.082,Negociando,,,
114825,2021-09-20,Facebook,Caminho Primitivo,Autoguiado,2,Novembro,R$ 15.928,Perdido,,,
114826,2026-02-22,Instagram,Caminho Português,Guiado,3,Junho,R$ 28.152,Negociando,,,
114827,2026-05-22,Instagram,Caminho Francês,Guiado,4,Outubro,R$ 42.311,Negociando,,,
114828,2023-05-23,Facebook,Caminho do Norte,Autoguiado,2,Setembro,R$ 16.046,Fechado,2023-06-20,28,R$ 16.494
114829,2022-12-19,Indicação,Caminho Francês,Premium,5,Janeiro,R$ 51.479,Negociando,,,
114830,2021-06-08,YouTube,Caminho do Norte,Autoguiado,1,Fevereiro,R$ 8.620,Fechado,2021-07-13,35,R$ 8.008
114831,2026-02-21,YouTube,Caminho Português,Premium,3,Março,R$ 19.089,Negociando,,,
114832,2026-05-30,TikTok,Caminho do Norte,Premium,1,Outubro,R$ 11.292,Perdido,,,
114833,2020-10-20,TikTok,Caminho Francês,Guiado,1,Abril,R$ 10.252,Negociando,,,
114834,2021-05-31,TikTok,Via Francigena,Autoguiado,2,Fevereiro,R$ 17.744,Sem resposta,,,
114835,2021-01-25,Instagram,Caminho Francês,Guiado,1,Junho,R$ 9.622,Fechado,2021-02-17,23,R$ 9.298
114836,2024-03-24,Instagram,Caminho Francês,Autoguiado,2,Julho,R$ 14.990,Negociando,,,
114837,2026-08-05,YouTube,Caminho Português,Premium,2,Abril,R$ 19.268,Negociando,,,
114838,2023-03-15,Instagram,Caminho Francês,Guiado,2,Abril,R$ 22.432,Perdido,,,
114839,2021-12-25,Facebook,Via Francigena,Premium,1,Junho,R$ 10.649,Perdido,,,
114840,2021-07-16,Facebook,Caminho Português,Premium,2,Março,R$ 17.367,Sem resposta,,,
114841,2023-10-30,WhatsApp,Caminho Português,Guiado,4,Junho,R$ 30.600,Fechado,2023-11-07,8,R$ 33.034
114842,2020-03-13,WhatsApp,Caminho do Norte,Guiado,2,Janeiro,R$ 21.802,Fechado,2020-04-16,34,R$ 20.502
114843,2024-07-05,Facebook,Caminho Francês,Autoguiado,1,Fevereiro,R$ 9.781,Sem resposta,,,
114844,2025-09-01,YouTube,Caminho Primitivo,Guiado,3,Julho,R$ 28.246,Sem resposta,,,
114845,2022-01-15,Indicação,Caminho Primitivo,Premium,2,Janeiro,R$ 23.497,Sem resposta,,,
114846,2023-10-02,Indicação,Caminho Francês,Autoguiado,2,Novembro,R$ 15.987,Sem resposta,,,
114847,2024-07-09,Instagram,Caminho do Norte,Guiado,4,Fevereiro,R$ 28.798,Negociando,,,
114848,2026-03-09,Instagram,Via Francigena,Premium,2,Agosto,R$ 24.340,Negociando,,,
114849,2026-02-27,Facebook,Caminho Francês,Autoguiado,2,Novembro,R$ 15.610,Fechado,2026-03-23,24,R$ 14.806
114850,2021-09-16,WhatsApp,Caminho do Norte,Guiado,1,Outubro,R$ 10.476,Fechado,2021-10-06,20,R$ 10.049
114851,2026-06-24,Facebook,Via Francigena,Premium,2,Setembro,R$ 20.225,Perdido,,,
114852,2026-01-17,YouTube,Via Francigena,Autoguiado,5,Fevereiro,R$ 48.451,Sem resposta,,,
114853,2025-04-21,Facebook,Caminho do Norte,Guiado,2,Junho,R$ 19.028,Sem resposta,,,
114854,2024-12-22,WhatsApp,Caminho Primitivo,Premium,2,Dezembro,R$ 19.950,Fechado,2025-01-26,35,R$ 18.717
114855,2024-12-18,Indicação,Caminho Francês,Autoguiado,4,Dezembro,R$ 40.858,Negociando,,,
114856,2020-07-06,TikTok,Via Francigena,Autoguiado,4,Junho,R$ 30.511,Negociando,,,
114857,2023-06-15,YouTube,Caminho do Norte,Guiado,2,Dezembro,R$ 19.621,Fechado,2023-07-15,30,R$ 19.979
114858,2020-10-04,Indicação,Via Francigena,Premium,4,Dezembro,R$ 31.508,Fechado,2020-10-07,3,R$ 29.883
114859,2026-06-28,Google,Caminho do Norte,Guiado,1,Setembro,R$ 8.150,Negociando,,,
114860,2022-05-13,Indicação,Via Francigena,Autoguiado,3,Março,R$ 30.380,Fechado,2022-05-19,6,R$ 32.017
114861,2021-01-04,WhatsApp,Caminho Francês,Autoguiado,1,Abril,R$ 7.759,Fechado,2021-01-10,6,R$ 7.422
114862,2020-02-13,Indicação,Caminho Português,Guiado,2,Junho,R$ 13.231,Sem resposta,,,
114863,2024-12-10,Indicação,Caminho Português,Premium,2,Outubro,R$ 19.379,Sem resposta,,,
114864,2026-04-03,WhatsApp,Caminho Primitivo,Autoguiado,2,Setembro,R$ 16.423,Negociando,,,
114865,2026-09-23,Indicação,Via Francigena,Autoguiado,4,Dezembro,R$ 38.679,Perdido,,,
114866,2022-07-03,Instagram,Caminho do Norte,Guiado,5,Setembro,R$ 45.007,Negociando,,,
114867,2020-11-14,Google,Caminho Primitivo,Premium,1,Julho,R$ 11.246,Negociando,,,
114868,2023-07-05,YouTube,Caminho Francês,Autoguiado,2,Maio,R$ 19.325,Negociando,,,
114869,2021-03-02,Google,Caminho Primitivo,Guiado,2,Fevereiro,R$ 21.652,Negociando,,,
114870,2025-04-29,Facebook,Caminho Francês,Guiado,1,Junho,R$ 10.937,Negociando,,,
114871,2022-07-09,Instagram,Caminho Francês,Guiado,1,Março,R$ 12.907,Negociando,,,
114872,2020-10-12,Google,Caminho Português,Premium,1,Março,R$ 8.042,Fechado,2020-10-23,11,R$ 7.797
114873,2024-08-30,Instagram,Caminho Francês,Autoguiado,3,Fevereiro,R$ 24.293,Fechado,2024-09-14,15,R$ 23.757
114874,2025-11-04,Facebook,Caminho Português,Autoguiado,2,Outubro,R$ 15.699,Negociando,,,
114875,2022-03-20,WhatsApp,Caminho Francês,Autoguiado,2,Outubro,R$ 14.987,Negociando,,,
114876,2021-06-18,YouTube,Caminho do Norte,Premium,2,Janeiro,R$ 16.022,Fechado,2021-06-22,4,R$ 17.790
114877,2023-05-12,Instagram,Caminho do Norte,Premium,1,Agosto,R$ 8.187,Sem resposta,,,
114878,2021-07-05,Facebook,Caminho do Norte,Autoguiado,3,Fevereiro,R$ 22.966,Negociando,,,
114879,2023-12-26,Indicação,Caminho Primitivo,Autoguiado,2,Abril,R$ 18.742,Perdido,,,
114880,2020-12-07,Google,Via Francigena,Premium,1,Março,R$ 11.200,Fechado,2020-12-26,19,R$ 11.260
114881,2021-08-24,Instagram,Via Francigena,Autoguiado,4,Dezembro,R$ 29.606,Negociando,,,
114882,2024-04-30,Facebook,Caminho do Norte,Guiado,2,Dezembro,R$ 15.779,Sem resposta,,,
114883,2023-11-06,WhatsApp,Caminho Francês,Premium,2,Janeiro,R$ 25.353,Fechado,2023-11-13,7,R$ 28.299
114884,2020-12-29,TikTok,Via Francigena,Premium,1,Abril,R$ 12.030,Perdido,,,
114885,2021-10-31,Indicação,Caminho do Norte,Premium,2,Agosto,R$ 14.481,Negociando,,,
114886,2023-07-29,WhatsApp,Caminho do Norte,Premium,2,Junho,R$ 20.136,Perdido,,,
114887,2021-02-17,TikTok,Caminho Primitivo,Premium,2,Fevereiro,R$ 18.654,Perdido,,,
114888,2025-05-31,Facebook,Via Francigena,Premium,2,Junho,R$ 23.822,Sem resposta,,,
114889,2020-12-07,YouTube,Via Francigena,Autoguiado,2,Agosto,R$ 14.006,Negociando,,,
114890,2020-08-27,YouTube,Caminho Primitivo,Autoguiado,2,Outubro,R$ 15.026,Perdido,,,
114891,2023-01-14,TikTok,Caminho do Norte,Premium,3,Abril,R$ 25.465,Sem resposta,,,
114892,2026-06-04,TikTok,Caminho Francês,Premium,1,Janeiro,R$ 11.009,Sem resposta,,,
114893,2024-02-19,Google,Via Francigena,Premium,1,Julho,R$ 9.776,Perdido,,,
114894,2026-05-15,YouTube,Via Francigena,Guiado,2,Junho,R$ 17.815,Sem resposta,,,
114895,2021-06-28,WhatsApp,Caminho do Norte,Autoguiado,3,Setembro,R$ 28.367,Negociando,,,
114896,2024-11-16,WhatsApp,Caminho Português,Premium,2,Julho,R$ 15.825,Perdido,,,
114897,2024-02-20,Indicação,Caminho do Norte,Guiado,2,Dezembro,R$ 16.159,Fechado,2024-03-18,27,R$ 16.769
114898,2023-08-20,YouTube,Caminho Francês,Guiado,3,Março,R$ 33.043,Fechado,2023-09-17,28,R$ 36.167
114899,2024-07-02,Instagram,Caminho Francês,Guiado,3,Maio,R$ 35.386,Perdido,,,
114900,2021-07-17,YouTube,Caminho Português,Autoguiado,3,Dezembro,R$ 17.985,Sem resposta,,,
114901,2026-06-04,Indicação,Caminho do Norte,Guiado,2,Abril,R$ 19.862,Negociando,,,
114902,2026-01-15,Facebook,Caminho do Norte,Autoguiado,4,Maio,R$ 27.321,Sem resposta,,,
114903,2024-07-30,Instagram,Caminho do Norte,Premium,2,Março,R$ 19.062,Negociando,,,
114904,2025-12-11,Facebook,Caminho Primitivo,Premium,1,Novembro,R$ 11.410,Negociando,,,
114905,2021-02-09,Instagram,Caminho Português,Autoguiado,1,Abril,R$ 6.082,Negociando,,,
114906,2024-06-06,TikTok,Caminho Francês,Autoguiado,4,Junho,R$ 29.724,Negociando,,,
114907,2021-07-20,WhatsApp,Caminho Primitivo,Autoguiado,2,Setembro,R$ 12.767,Perdido,,,
114908,2021-06-27,Instagram,Via Francigena,Premium,5,Março,R$ 51.416,Perdido,,,
114909,2024-02-26,Indicação,Caminho do Norte,Premium,2,Julho,R$ 14.499,Sem resposta,,,
114910,2024-09-25,Google,Via Francigena,Autoguiado,3,Maio,R$ 29.759,Sem resposta,,,
114911,2022-07-10,YouTube,Caminho Primitivo,Autoguiado,3,Abril,R$ 25.761,Negociando,,,
114912,2022-05-29,WhatsApp,Via Francigena,Guiado,4,Agosto,R$ 41.156,Fechado,2022-06-15,17,R$ 42.968
114913,2024-03-22,YouTube,Caminho Primitivo,Premium,2,Julho,R$ 15.605,Perdido,,,
114914,2026-06-07,Instagram,Caminho Primitivo,Autoguiado,5,Junho,R$ 45.222,Negociando,,,
114915,2022-02-25,Indicação,Caminho Português,Autoguiado,3,Maio,R$ 19.175,Negociando,,,
114916,2025-04-08,Google,Via Francigena,Premium,1,Março,R$ 8.350,Fechado,2025-04-18,10,R$ 7.986
114917,2024-05-03,Facebook,Caminho do Norte,Premium,1,Fevereiro,R$ 7.251,Fechado,2024-05-11,8,R$ 7.178
114918,2021-08-10,Facebook,Caminho Primitivo,Premium,2,Fevereiro,R$ 18.785,Fechado,2021-08-28,18,R$ 20.683
114919,2021-03-04,Facebook,Caminho do Norte,Autoguiado,1,Novembro,R$ 7.335,Negociando,,,
114920,2024-09-13,Google,Caminho Primitivo,Guiado,1,Agosto,R$ 11.774,Negociando,,,
114921,2025-10-18,Facebook,Caminho Francês,Premium,4,Outubro,R$ 40.766,Fechado,2025-11-14,27,R$ 41.322
114922,2020-06-30,Instagram,Caminho Primitivo,Premium,4,Dezembro,R$ 33.408,Negociando,,,
114923,2026-05-16,TikTok,Caminho do Norte,Autoguiado,2,Abril,R$ 16.214,Fechado,2026-06-20,35,R$ 16.617
114924,2020-09-19,Google,Caminho Francês,Premium,1,Janeiro,R$ 9.766,Fechado,2020-10-20,31,R$ 9.973
114925,2023-10-07,WhatsApp,Caminho Português,Autoguiado,1,Setembro,R$ 6.411,Fechado,2023-11-07,31,R$ 6.593
114926,2023-03-10,YouTube,Via Francigena,Autoguiado,1,Janeiro,R$ 7.964,Negociando,,,
114927,2022-02-25,Facebook,Caminho Francês,Premium,1,Novembro,R$ 12.992,Sem resposta,,,
114928,2021-03-05,Instagram,Caminho Português,Autoguiado,2,Novembro,R$ 15.739,Fechado,2021-03-21,16,R$ 15.192
114929,2023-08-02,Facebook,Caminho do Norte,Guiado,1,Março,R$ 9.909,Sem resposta,,,
114930,2025-05-04,WhatsApp,Caminho Francês,Premium,4,Setembro,R$ 51.307,Perdido,,,
114931,2025-12-23,Indicação,Caminho do Norte,Autoguiado,5,Outubro,R$ 31.218,Fechado,2026-01-24,32,R$ 33.949
114932,2025-04-09,WhatsApp,Caminho do Norte,Guiado,1,Agosto,R$ 10.957,Fechado,2025-05-03,24,R$ 11.300
114933,2023-06-08,Google,Caminho Primitivo,Guiado,2,Março,R$ 21.911,Fechado,2023-07-11,33,R$ 22.804
114934,2025-07-12,Google,Caminho Português,Guiado,1,Junho,R$ 6.582,Negociando,,,
114935,2024-01-11,Indicação,Caminho Português,Guiado,1,Maio,R$ 9.083,Perdido,,,
114936,2023-12-03,YouTube,Caminho do Norte,Guiado,2,Agosto,R$ 21.411,Fechado,2023-12-16,13,R$ 23.489
114937,2025-04-10,WhatsApp,Caminho Primitivo,Autoguiado,2,Setembro,R$ 13.044,Fechado,2025-04-26,16,R$ 12.520
114938,2025-10-20,WhatsApp,Caminho Francês,Autoguiado,5,Agosto,R$ 36.859,Fechado,2025-11-15,26,R$ 35.776
114939,2021-09-08,TikTok,Caminho Primitivo,Autoguiado,1,Setembro,R$ 7.897,Sem resposta,,,
114940,2022-06-05,YouTube,Via Francigena,Guiado,4,Abril,R$ 32.076,Perdido,,,
114941,2020-05-12,YouTube,Caminho Português,Guiado,2,Julho,R$ 19.251,Fechado,2020-06-09,28,R$ 18.652
114942,2020-09-05,Indicação,Caminho Português,Premium,5,Julho,R$ 32.191,Sem resposta,,,
114943,2022-02-25,Facebook,Caminho Francês,Premium,3,Janeiro,R$ 33.401,Sem resposta,,,
114944,2026-11-01,Facebook,Via Francigena,Premium,2,Dezembro,R$ 16.390,Negociando,,,
114945,2023-03-15,TikTok,Caminho Português,Guiado,1,Agosto,R$ 9.510,Sem resposta,,,
114946,2025-05-01,Facebook,Caminho Francês,Guiado,3,Agosto,R$ 30.916,Fechado,2025-05-25,24,R$ 32.785
114947,2025-08-16,Instagram,Caminho Português,Guiado,3,Dezembro,R$ 21.753,Fechado,2025-09-11,26,R$ 22.064
114948,2023-11-14,WhatsApp,Via Francigena,Guiado,2,Julho,R$ 17.508,Fechado,2023-12-17,33,R$ 19.321
114949,2020-04-04,TikTok,Via Francigena,Autoguiado,4,Junho,R$ 40.161,Sem resposta,,,
114950,2022-12-14,Google,Caminho Primitivo,Autoguiado,2,Abril,R$ 18.575,Fechado,2023-01-01,18,R$ 19.800
114951,2023-12-02,Indicação,Caminho Primitivo,Guiado,1,Junho,R$ 11.545,Fechado,2023-12-24,22,R$ 11.576
114952,2026-09-30,Indicação,Caminho do Norte,Premium,2,Junho,R$ 20.588,Perdido,,,
114953,2021-12-07,Instagram,Via Francigena,Autoguiado,2,Abril,R$ 17.603,Negociando,,,
114954,2025-08-10,Instagram,Via Francigena,Guiado,1,Fevereiro,R$ 10.313,Negociando,,,
114955,2020-12-23,Google,Via Francigena,Autoguiado,1,Outubro,R$ 9.496,Negociando,,,
114956,2025-11-14,Google,Caminho Primitivo,Autoguiado,1,Julho,R$ 9.694,Sem resposta,,,
114957,2021-08-02,Instagram,Caminho Primitivo,Premium,2,Julho,R$ 23.507,Perdido,,,
114958,2020-06-12,Google,Caminho Português,Autoguiado,1,Maio,R$ 6.907,Negociando,,,
114959,2022-05-20,WhatsApp,Caminho do Norte,Guiado,5,Maio,R$ 50.542,Negociando,,,
114960,2022-10-20,Indicação,Caminho Francês,Premium,2,Novembro,R$ 24.046,Negociando,,,
114961,2021-03-25,Indicação,Caminho do Norte,Premium,1,Setembro,R$ 9.056,Negociando,,,
114962,2025-05-10,Indicação,Via Francigena,Autoguiado,1,Julho,R$ 8.983,Sem resposta,,,
114963,2024-10-27,Instagram,Caminho do Norte,Premium,2,Agosto,R$ 20.893,Negociando,,,
114964,2024-06-19,Indicação,Caminho Português,Autoguiado,2,Abril,R$ 13.190,Perdido,,,
114965,2023-11-08,Google,Caminho Francês,Guiado,2,Janeiro,R$ 23.278,Negociando,,,
114966,2025-09-17,Facebook,Caminho Português,Guiado,2,Dezembro,R$ 14.576,Negociando,,,
114967,2025-03-11,TikTok,Via Francigena,Premium,2,Abril,R$ 16.880,Negociando,,,
114968,2024-07-28,YouTube,Caminho do Norte,Autoguiado,4,Maio,R$ 30.093,Sem resposta,,,
114969,2020-04-14,YouTube,Caminho Português,Premium,1,Janeiro,R$ 7.823,Negociando,,,
114970,2022-06-10,Google,Caminho Francês,Premium,1,Abril,R$ 12.174,Perdido,,,
114971,2024-06-01,Facebook,Caminho Francês,Guiado,1,Março,R$ 9.747,Fechado,2024-07-06,35,R$ 9.906
114972,2020-11-23,Instagram,Caminho do Norte,Premium,3,Dezembro,R$ 22.852,Fechado,2020-12-06,13,R$ 25.142
114973,2022-10-28,Google,Caminho do Norte,Autoguiado,2,Março,R$ 15.349,Perdido,,,
114974,2024-01-18,Facebook,Via Francigena,Premium,2,Abril,R$ 24.150,Perdido,,,
114975,2020-10-16,Instagram,Caminho Francês,Guiado,1,Outubro,R$ 9.177,Sem resposta,,,
