id_reserva,data_reserva,id_cliente,roteiro,modalidade,n_pessoas,mes_viagem,valor_total_R$,custo_operacional_R$,canal_origem,status
RES050554,2024-12-25,CLI004563,Caminho do Norte,Autoguiado,2,Dezembro,21769,12905,Instagram,Cancelada
RES050555,2024-01-14,CLI022753,Caminho do Norte,Premium,1,Janeiro,15283,9388,Facebook,Concluída
RES050556,2023-10-30,CLI019743,Caminho Francês,Premium,2,Outubro,33207,20486,YouTube,Concluída
RES050557,2025-05-30,CLI000296,Caminho Francês,Autoguiado,5,Maio,66176,46629,Google,Concluída
RES050558,2021-10-06,CLI009270,Via Francigena,Guiado,4,Outubro,56180,34446,Google,Concluída
RES050559,2023-02-13,CLI013938,Caminho do Norte,Premium,2,Fevereiro,33869,25400,Indicação,Cancelada
RES050560,2023-11-25,CLI013305,Caminho do Norte,Autoguiado,3,Novembro,32538,22405,Indicação,Concluída
RES050561,2021-11-10,CLI007614,Caminho do Norte,Guiado,3,Novembro,42007,28410,TikTok,Concluída
RES050562,2023-01-16,CLI028784,Caminho Português,Autoguiado,2,Janeiro,18867,11322,TikTok,Concluída
RES050563,2024-07-12,CLI011641,Caminho Português,Autoguiado,2,Julho,18699,12587,YouTube,Concluída
RES050564,2022-05-25,CLI011829,Caminho Primitivo,Premium,2,Maio,28904,21837,Indicação,Concluída
RES050565,2025-12-05,CLI026277,Via Francigena,Guiado,2,Dezembro,29025,22611,Indicação,Concluída
RES050566,2021-01-06,CLI017106,Caminho Francês,Autoguiado,6,Janeiro,63729,48373,TikTok,Concluída
RES050567,2022-11-15,CLI018639,Caminho do Norte,Premium,5,Novembro,61783,37335,Google,Concluída
RES050568,2021-12-16,CLI023957,Caminho Primitivo,Autoguiado,2,Dezembro,22160,13783,YouTube,Concluída
RES050569,2025-04-18,CLI020382,Caminho Francês,Autoguiado,5,Abril,56012,42343,Facebook,Concluída
RES050570,2021-08-09,CLI022445,Caminho do Norte,Autoguiado,4,Agosto,57744,44329,Instagram,Cancelada
RES050571,2024-05-21,CLI007824,Caminho do Norte,Premium,4,Maio,71374,50872,Instagram,Concluída
RES050572,2026-02-26,CLI015699,Caminho Português,Autoguiado,2,Fevereiro,22129,14196,Google,Concluída
RES050573,2021-10-06,CLI022722,Caminho Francês,Premium,5,Outubro,74834,47228,Facebook,Concluída
RES050574,2026-05-19,CLI000651,Caminho Francês,Autoguiado,2,Maio,29955,18200,YouTube,Concluída
RES050575,2020-01-11,CLI008210,Via Francigena,Premium,3,Janeiro,59668,35542,Facebook,Concluída
RES050576,2021-05-29,CLI027918,Caminho Português,Premium,2,Maio,27974,21260,TikTok,Concluída
RES050577,2026-11-30,CLI006426,Via Francigena,Guiado,1,Novembro,12730,8083,Google,Concluída
RES050578,2023-09-24,CLI018322,Caminho Português,Premium,3,Setembro,48211,28563,TikTok,Concluída
RES050579,2021-12-22,CLI024543,Caminho do Norte,Premium,5,Dezembro,103793,71872,Facebook,Concluída
RES050580,2022-08-06,CLI010033,Caminho Francês,Autoguiado,2,Agosto,34811,23683,TikTok,Concluída
RES050581,2020-07-22,CLI006399,Via Francigena,Premium,2,Julho,35707,25079,YouTube,Concluída
RES050582,2024-10-18,CLI011878,Caminho Primitivo,Guiado,2,Outubro,26648,16648,Instagram,Concluída
RES050583,2023-12-23,CLI021220,Caminho Primitivo,Premium,5,Dezembro,101779,74076,Instagram,Cancelada
RES050584,2023-04-14,CLI011199,Caminho Português,Premium,3,Abril,49252,31746,Indicação,Concluída
RES050585,2021-02-27,CLI005082,Caminho Primitivo,Premium,1,Fevereiro,15902,12258,TikTok,Concluída
RES050586,2022-02-16,CLI022260,Caminho Primitivo,Premium,3,Fevereiro,41376,24894,YouTube,Concluída
RES050587,2025-04-11,CLI027996,Via Francigena,Autoguiado,1,Abril,13296,9674,TikTok,Concluída
RES050588,2023-10-10,CLI026032,Caminho do Norte,Guiado,2,Outubro,21751,16180,Google,Concluída
RES050589,2024-12-15,CLI013268,Caminho Francês,Autoguiado,4,Dezembro,57704,37767,Indicação,Concluída
RES050590,2025-10-08,CLI025760,Via Francigena,Autoguiado,2,Outubro,21683,13934,Indicação,Concluída
RES050591,2020-12-12,CLI020805,Via Francigena,Guiado,2,Dezembro,32022,23414,YouTube,Concluída
RES050592,2023-06-06,CLI001639,Caminho Primitivo,Autoguiado,1,Junho,12304,8191,Facebook,Concluída
RES050593,2025-07-04,CLI024636,Caminho Português,Guiado,2,Julho,29291,20789,Google,Concluída
RES050594,2021-11-24,CLI010689,Caminho Português,Premium,2,Novembro,29363,21053,YouTube,Concluída
RES050595,2026-06-27,CLI000280,Caminho Português,Autoguiado,1,Junho,11035,6496,WhatsApp,Concluída
RES050596,2025-03-14,CLI006389,Caminho Francês,Guiado,2,Março,27700,19286,Google,Cancelada
RES050597,2026-07-27,CLI007239,Caminho Primitivo,Guiado,5,Julho,85161,62135,Indicação,Concluída
RES050598,2020-07-31,CLI012529,Via Francigena,Autoguiado,3,Julho,42676,29055,Indicação,Concluída
RES050599,2022-10-05,CLI020498,Caminho do Norte,Premium,3,Outubro,42556,27721,Instagram,Concluída
RES050600,2025-05-11,CLI016176,Via Francigena,Autoguiado,3,Maio,31706,21246,TikTok,Concluída
RES050601,2021-03-15,CLI010543,Caminho Primitivo,Guiado,1,Março,15097,9978,WhatsApp,Cancelada
RES050602,2026-07-05,CLI013135,Caminho Português,Guiado,3,Julho,41907,26958,YouTube,Concluída
RES050603,2022-10-17,CLI014235,Caminho Francês,Autoguiado,1,Outubro,14687,9577,Indicação,Concluída
RES050604,2021-05-27,CLI007367,Caminho Português,Premium,1,Maio,10862,6583,Facebook,Concluída
RES050605,2025-10-15,CLI010182,Caminho Primitivo,Premium,2,Outubro,26635,18013,TikTok,Concluída
RES050606,2022-01-21,CLI005948,Caminho Português,Autoguiado,5,Janeiro,44704,26894,Indicação,Concluída
RES050607,2020-09-14,CLI021705,Caminho Primitivo,Premium,3,Setembro,43356,28327,Instagram,Reagendada
RES050608,2020-01-15,CLI019113,Via Francigena,Guiado,2,Janeiro,34004,22236,WhatsApp,Concluída
RES050609,2022-06-03,CLI022620,Caminho Francês,Autoguiado,5,Junho,57232,39560,Instagram,Concluída
RES050610,2025-01-12,CLI020314,Caminho do Norte,Guiado,3,Janeiro,38255,22609,Instagram,Concluída
RES050611,2023-08-07,CLI029694,Caminho do Norte,Guiado,1,Agosto,16319,10127,Instagram,Concluída
RES050612,2021-02-23,CLI014415,Caminho do Norte,Premium,3,Fevereiro,38557,24112,WhatsApp,Concluída
RES050613,2024-05-22,CLI000427,Caminho Português,Premium,3,Maio,45086,28028,Google,Concluída
RES050614,2023-06-22,CLI027703,Caminho Português,Guiado,3,Junho,32771,22378,Facebook,Concluída
RES050615,2024-05-10,CLI020964,Caminho do Norte,Premium,1,Maio,18209,10746,Facebook,Concluída
RES050616,2022-09-16,CLI015173,Caminho do Norte,Premium,1,Setembro,13088,9295,Indicação,Concluída
RES050617,2025-12-02,CLI016993,Caminho Português,Premium,1,Dezembro,13174,9303,Facebook,Concluída
RES050618,2024-03-29,CLI020125,Via Francigena,Guiado,1,Março,11533,8058,YouTube,Concluída
RES050619,2026-11-27,CLI014216,Via Francigena,Autoguiado,2,Novembro,26048,20033,WhatsApp,Cancelada
RES050620,2022-05-13,CLI014265,Caminho Português,Premium,1,Maio,13987,9109,Indicação,Concluída
RES050621,2023-07-31,CLI023720,Via Francigena,Autoguiado,2,Julho,22230,12964,Instagram,Concluída
RES050622,2022-08-24,CLI029373,Caminho Português,Autoguiado,2,Agosto,19261,13578,Facebook,Concluída
RES050623,2025-03-08,CLI006465,Caminho Português,Autoguiado,3,Março,27694,20157,Instagram,Concluída
RES050624,2022-04-10,CLI023037,Via Francigena,Premium,2,Abril,35166,23538,TikTok,Concluída
RES050625,2022-01-06,CLI000567,Caminho do Norte,Autoguiado,2,Janeiro,18057,11591,TikTok,Concluída
RES050626,2023-06-13,CLI006686,Via Francigena,Guiado,3,Junho,59272,42558,Instagram,Concluída
RES050627,2022-06-19,CLI015886,Caminho Francês,Guiado,2,Junho,41133,27469,YouTube,Concluída
RES050628,2025-04-11,CLI009875,Caminho do Norte,Premium,3,Abril,51336,33599,Instagram,Concluída
RES050629,2020-02-24,CLI011149,Caminho do Norte,Guiado,4,Fevereiro,52089,32345,Indicação,Concluída
RES050630,2026-04-12,CLI026768,Caminho Primitivo,Autoguiado,1,Abril,13208,7944,Facebook,Concluída
RES050631,2021-04-16,CLI003860,Caminho Primitivo,Guiado,1,Abril,16880,12166,YouTube,Concluída
RES050632,2025-07-28,CLI002739,Via Francigena,Guiado,4,Julho,70038,47705,Google,Concluída
RES050633,2021-08-31,CLI007136,Caminho Primitivo,Premium,1,Agosto,21218,14494,Instagram,Concluída
RES050634,2022-07-03,CLI001385,Caminho Primitivo,Premium,4,Julho,77974,51568,Instagram,Concluída
RES050635,2026-02-25,CLI014097,Via Francigena,Guiado,1,Fevereiro,13673,8287,Instagram,Concluída
RES050636,2023-02-14,CLI020641,Caminho Português,Autoguiado,2,Fevereiro,17088,12550,Google,Concluída
RES050637,2021-03-07,CLI015775,Via Francigena,Guiado,4,Março,46135,30420,Indicação,Concluída
RES050638,2021-12-29,CLI007072,Caminho do Norte,Premium,3,Dezembro,57272,39857,Google,Concluída
RES050639,2026-12-08,CLI016841,Caminho Português,Guiado,2,Dezembro,28614,19052,Facebook,Concluída
RES050640,2022-07-17,CLI008846,Caminho Português,Premium,2,Julho,35057,21818,Google,Concluída
RES050641,2026-06-11,CLI028126,Caminho Primitivo,Guiado,2,Junho,29642,21909,Facebook,Concluída
RES050642,2025-09-18,CLI003245,Caminho Português,Premium,2,Setembro,27974,20752,Google,Concluída
RES050643,2021-12-25,CLI014426,Via Francigena,Premium,2,Dezembro,36583,24977,TikTok,Concluída
RES050644,2024-09-10,CLI009259,Caminho Português,Guiado,2,Setembro,24507,18772,Facebook,Concluída
RES050645,2024-05-27,CLI010322,Via Francigena,Autoguiado,2,Maio,20046,14830,Instagram,Concluída
RES050646,2026-08-31,CLI019183,Caminho Primitivo,Premium,3,Agosto,53306,35156,Google,Concluída
RES050647,2022-05-23,CLI017577,Caminho Francês,Premium,3,Maio,42445,31539,Instagram,Concluída
RES050648,2022-01-09,CLI005348,Caminho Primitivo,Premium,3,Janeiro,55837,33643,Facebook,Concluída
RES050649,2024-02-18,CLI000915,Caminho Primitivo,Guiado,2,Fevereiro,29593,18674,Facebook,Concluída
RES050650,2023-11-12,CLI003030,Via Francigena,Autoguiado,4,Novembro,51004,32506,YouTube,Concluída
RES050651,2023-01-02,CLI009595,Caminho do Norte,Autoguiado,1,Janeiro,11884,7113,TikTok,Concluída
RES050652,2023-01-31,CLI009710,Caminho Francês,Premium,2,Janeiro,38936,26415,TikTok,Concluída
RES050653,2021-04-07,CLI005377,Caminho do Norte,Autoguiado,1,Abril,11365,7683,YouTube,Concluída
RES050654,2025-05-09,CLI000253,Caminho Português,Premium,2,Maio,30752,23884,Facebook,Cancelada
RES050655,2020-07-09,CLI026366,Caminho do Norte,Autoguiado,2,Julho,28872,19138,Facebook,Concluída
RES050656,2026-02-14,CLI001951,Caminho Primitivo,Autoguiado,2,Fevereiro,23569,16370,Facebook,Concluída
RES050657,2020-01-24,CLI005713,Caminho Primitivo,Autoguiado,1,Janeiro,13745,8064,TikTok,Concluída
RES050658,2025-07-06,CLI022289,Caminho Português,Premium,4,Julho,55865,35257,Instagram,Concluída
RES050659,2023-01-09,CLI019033,Caminho do Norte,Autoguiado,1,Janeiro,9288,6893,Facebook,Concluída
RES050660,2021-03-24,CLI004941,Via Francigena,Autoguiado,4,Março,36271,26989,Google,Concluída
RES050661,2023-06-02,CLI026923,Caminho do Norte,Guiado,4,Junho,56722,43457,TikTok,Concluída
RES050662,2021-03-03,CLI017243,Caminho Primitivo,Autoguiado,3,Março,36103,22357,WhatsApp,Concluída
RES050663,2024-06-28,CLI012168,Caminho Português,Guiado,3,Junho,46982,35491,Indicação,Concluída
RES050664,2022-08-28,CLI016010,Caminho Francês,Guiado,2,Agosto,31563,21952,YouTube,Concluída
RES050665,2024-03-30,CLI002174,Via Francigena,Guiado,1,Março,12756,8077,Google,Concluída
RES050666,2025-09-05,CLI025923,Caminho Primitivo,Premium,5,Setembro,93062,70381,TikTok,Concluída
RES050667,2024-01-19,CLI015877,Caminho Primitivo,Autoguiado,2,Janeiro,25344,15736,Google,Concluída
RES050668,2024-09-18,CLI002692,Caminho Primitivo,Autoguiado,2,Setembro,28028,17582,Indicação,Concluída
RES050669,2022-10-28,CLI025281,Via Francigena,Guiado,2,Outubro,26775,16186,Indicação,Concluída
RES050670,2021-03-03,CLI010760,Caminho Primitivo,Guiado,2,Março,21776,16455,Facebook,Concluída
RES050671,2026-02-25,CLI006063,Caminho Português,Autoguiado,3,Fevereiro,28382,19884,Indicação,Concluída
RES050672,2023-05-28,CLI008750,Caminho Primitivo,Premium,1,Maio,15208,8941,WhatsApp,Concluída
RES050673,2024-04-20,CLI016581,Via Francigena,Premium,5,Abril,74462,57193,Facebook,Concluída
RES050674,2023-10-25,CLI016432,Caminho do Norte,Guiado,1,Outubro,13064,9892,Instagram,Concluída
RES050675,2024-08-03,CLI028011,Caminho Francês,Guiado,2,Agosto,41931,28710,Google,Concluída
RES050676,2025-01-07,CLI015842,Caminho Francês,Autoguiado,3,Janeiro,39705,30538,Facebook,Concluída
RES050677,2025-01-05,CLI002719,Caminho do Norte,Autoguiado,2,Janeiro,19096,11333,Indicação,Concluída
RES050678,2021-05-26,CLI007433,Caminho Primitivo,Premium,2,Maio,31930,20139,Instagram,Concluída
RES050679,2022-04-16,CLI028143,Caminho Francês,Guiado,3,Abril,46777,32174,Google,Concluída
RES050680,2021-07-08,CLI025760,Caminho Primitivo,Premium,5,Julho,99623,75068,YouTube,Concluída
RES050681,2020-02-25,CLI000272,Caminho Português,Guiado,2,Fevereiro,24999,17657,Instagram,Cancelada
RES050682,2022-08-25,CLI013366,Via Francigena,Premium,2,Agosto,40089,30108,Indicação,Concluída
RES050683,2020-04-28,CLI005480,Via Francigena,Premium,1,Abril,19505,14575,WhatsApp,Concluída
RES050684,2026-01-24,CLI005139,Via Francigena,Guiado,1,Janeiro,13387,9845,TikTok,Concluída
RES050685,2024-08-02,CLI026666,Via Francigena,Premium,6,Agosto,125527,95917,Google,Concluída
RES050686,2026-07-22,CLI019742,Caminho do Norte,Autoguiado,3,Julho,36205,23173,YouTube,Concluída
RES050687,2025-09-19,CLI021480,Via Francigena,Guiado,3,Setembro,34248,26708,WhatsApp,Cancelada
RES050688,2021-06-19,CLI012210,Caminho Português,Guiado,4,Junho,51816,38685,Instagram,Cancelada
RES050689,2020-08-02,CLI011666,Caminho Francês,Autoguiado,2,Agosto,32162,19359,Facebook,Concluída
RES050690,2025-08-30,CLI021730,Caminho Primitivo,Guiado,1,Agosto,14821,9614,TikTok,Concluída
RES050691,2025-11-27,CLI026754,Caminho do Norte,Premium,3,Novembro,54628,40542,Google,Concluída
RES050692,2023-11-05,CLI008094,Caminho do Norte,Autoguiado,1,Novembro,11105,6740,Instagram,Concluída
RES050693,2026-08-16,CLI006572,Via Francigena,Premium,1,Agosto,21797,15174,Indicação,Concluída
RES050694,2024-10-10,CLI025350,Via Francigena,Premium,5,Outubro,68696,49162,Google,Concluída
RES050695,2026-08-27,CLI022136,Caminho do Norte,Autoguiado,2,Agosto,24136,15150,WhatsApp,Concluída
RES050696,2025-05-20,CLI004351,Caminho Português,Autoguiado,2,Maio,21331,13312,Facebook,Cancelada
RES050697,2026-01-09,CLI014431,Caminho Português,Autoguiado,1,Janeiro,9680,5717,WhatsApp,Concluída
RES050698,2020-11-11,CLI015091,Caminho Francês,Guiado,2,Novembro,26288,19440,WhatsApp,Concluída
RES050699,2025-01-22,CLI009857,Caminho Primitivo,Premium,2,Janeiro,28148,19480,Indicação,Cancelada
RES050700,2022-05-02,CLI026145,Caminho Primitivo,Premium,3,Maio,43356,32537,YouTube,Concluída
RES050701,2022-08-09,CLI010496,Via Francigena,Autoguiado,5,Agosto,57132,39081,Google,Concluída
RES050702,2024-09-17,CLI027261,Caminho Primitivo,Autoguiado,2,Setembro,18365,13488,TikTok,Concluída
RES050703,2024-03-24,CLI018656,Caminho Português,Guiado,2,Março,22239,13802,Google,Concluída
RES050704,2026-11-29,CLI001979,Caminho Francês,Autoguiado,4,Novembro,56425,39611,Facebook,Concluída
RES050705,2022-10-17,CLI010620,Caminho Português,Autoguiado,2,Outubro,23302,14834,Indicação,Concluída
RES050706,2024-06-07,CLI020007,Caminho Francês,Guiado,1,Junho,14186,8591,Google,Concluída
RES050707,2023-10-19,CLI023083,Caminho Primitivo,Guiado,1,Outubro,14617,8495,YouTube,Concluída
RES050708,2023-10-17,CLI026996,Caminho Francês,Guiado,2,Outubro,26987,18889,YouTube,Concluída
RES050709,2023-05-17,CLI005486,Caminho Português,Guiado,4,Maio,49014,33373,Facebook,Concluída
RES050710,2023-03-13,CLI027448,Caminho Português,Guiado,2,Março,23895,16404,Indicação,Concluída
RES050711,2022-06-26,CLI011663,Caminho do Norte,Premium,2,Junho,31509,21470,TikTok,Cancelada
RES050712,2021-01-20,CLI015564,Caminho Primitivo,Autoguiado,5,Janeiro,56650,38651,WhatsApp,Concluída
RES050713,2025-11-10,CLI003015,Caminho Primitivo,Premium,2,Novembro,25878,18974,WhatsApp,Concluída
RES050714,2020-12-03,CLI026983,Caminho Primitivo,Autoguiado,1,Dezembro,11386,7456,Indicação,Concluída
RES050715,2023-09-16,CLI004454,Via Francigena,Autoguiado,2,Setembro,28776,17129,Indicação,Concluída
RES050716,2025-06-22,CLI006629,Via Francigena,Guiado,4,Junho,79029,49951,WhatsApp,Concluída
RES050717,2024-07-01,CLI012943,Caminho Primitivo,Premium,2,Julho,29501,17142,YouTube,Concluída
RES050718,2021-07-10,CLI018589,Caminho do Norte,Premium,3,Julho,49765,31862,Instagram,Concluída
RES050719,2025-07-25,CLI019726,Via Francigena,Premium,3,Julho,68022,48437,Instagram,Concluída
RES050720,2020-07-02,CLI008535,Caminho Primitivo,Autoguiado,3,Julho,37830,26199,TikTok,Concluída
RES050721,2020-09-25,CLI013299,Caminho do Norte,Autoguiado,2,Setembro,26884,20794,YouTube,Concluída
RES050722,2020-12-02,CLI026904,Caminho do Norte,Autoguiado,2,Dezembro,30055,19079,Google,Concluída
RES050723,2025-07-05,CLI009174,Caminho do Norte,Autoguiado,4,Julho,55376,33034,WhatsApp,Concluída
RES050724,2026-01-15,CLI025909,Via Francigena,Guiado,3,Janeiro,34248,26644,YouTube,Concluída
RES050725,2023-10-04,CLI021200,Caminho Francês,Premium,3,Outubro,62086,46454,TikTok,Concluída
RES050726,2020-11-12,CLI026398,Caminho Primitivo,Autoguiado,2,Novembro,23733,16404,YouTube,Concluída
RES050727,2026-11-24,CLI028025,Caminho Português,Premium,3,Novembro,40920,29402,Google,Concluída
RES050728,2020-11-14,CLI009177,Caminho Francês,Guiado,3,Novembro,37333,24190,TikTok,Concluída
RES050729,2026-01-29,CLI028253,Caminho Português,Premium,3,Janeiro,45086,31280,Facebook,Concluída
RES050730,2020-05-16,CLI024300,Caminho Português,Autoguiado,2,Maio,19360,13014,TikTok,Concluída
RES050731,2020-08-22,CLI013109,Caminho do Norte,Autoguiado,1,Agosto,13548,9760,Indicação,Concluída
RES050732,2023-12-23,CLI009259,Via Francigena,Premium,2,Dezembro,45348,33102,Indicação,Concluída
RES050733,2024-08-02,CLI000454,Caminho Português,Autoguiado,4,Agosto,44140,33741,Facebook,Concluída
RES050734,2020-06-30,CLI001051,Caminho Francês,Premium,1,Junho,23592,17769,WhatsApp,Concluída
RES050735,2023-07-17,CLI024887,Caminho Francês,Guiado,2,Julho,35551,22983,Facebook,Concluída
RES050736,2021-07-05,CLI015781,Caminho Primitivo,Premium,1,Julho,18631,10962,TikTok,Concluída
RES050737,2025-11-30,CLI000333,Caminho Primitivo,Autoguiado,6,Novembro,61538,38708,Indicação,Concluída
RES050738,2024-01-17,CLI023947,Via Francigena,Guiado,3,Janeiro,51007,37899,Indicação,Concluída
RES050739,2023-10-21,CLI011453,Caminho Primitivo,Premium,2,Outubro,31930,19412,Instagram,Concluída
RES050740,2021-10-12,CLI011317,Caminho Português,Guiado,2,Outubro,22132,16025,YouTube,Concluída
RES050741,2021-05-07,CLI007457,Caminho Português,Guiado,2,Maio,19164,13032,Instagram,Concluída
RES050742,2024-11-07,CLI009345,Caminho Primitivo,Premium,5,Novembro,93062,72410,Indicação,Concluída
RES050743,2020-07-31,CLI007147,Caminho Português,Guiado,6,Julho,63513,42761,YouTube,Concluída
RES050744,2025-02-15,CLI015592,Caminho do Norte,Premium,1,Fevereiro,12852,9084,TikTok,Concluída
RES050745,2026-06-23,CLI024118,Caminho Português,Premium,5,Junho,91601,60747,Facebook,Concluída
RES050746,2026-11-28,CLI006314,Caminho Francês,Autoguiado,1,Novembro,14106,8960,TikTok,Concluída
RES050747,2024-05-28,CLI025145,Caminho Francês,Guiado,2,Maio,31185,21675,Indicação,Concluída
RES050748,2021-11-16,CLI016780,Caminho Francês,Autoguiado,1,Novembro,14977,9294,TikTok,Concluída
RES050749,2021-11-16,CLI009389,Caminho do Norte,Premium,2,Novembro,27639,16468,Indicação,Concluída
RES050750,2026-06-19,CLI002255,Via Francigena,Guiado,5,Junho,68818,48800,Instagram,Concluída
RES050751,2024-04-02,CLI015008,Caminho Primitivo,Guiado,2,Abril,32467,22098,Instagram,Cancelada
RES050752,2026-11-29,CLI015322,Caminho Francês,Premium,2,Novembro,29933,18894,Instagram,Reagendada
RES050753,2026-10-09,CLI007114,Caminho Primitivo,Guiado,1,Outubro,13970,8598,YouTube,Cancelada
RES050754,2022-08-10,CLI025214,Caminho Primitivo,Autoguiado,1,Agosto,15364,9993,WhatsApp,Concluída
RES050755,2022-03-10,CLI008279,Caminho Francês,Guiado,3,Março,33743,20025,TikTok,Concluída
RES050756,2024-07-29,CLI027524,Caminho do Norte,Guiado,1,Julho,13467,9076,TikTok,Concluída
RES050757,2024-11-17,CLI000346,Caminho Primitivo,Premium,3,Novembro,45625,29992,Instagram,Concluída
RES050758,2022-02-05,CLI026577,Caminho Primitivo,Premium,2,Fevereiro,24770,18868,Google,Concluída
RES050759,2022-05-15,CLI008827,Via Francigena,Premium,2,Maio,40548,27056,Instagram,Cancelada
RES050760,2026-02-13,CLI015249,Caminho Português,Guiado,2,Fevereiro,18375,13388,Indicação,Concluída
RES050761,2026-07-03,CLI022839,Caminho Primitivo,Guiado,2,Julho,27430,16332,Google,Concluída
RES050762,2023-01-16,CLI006660,Caminho do Norte,Guiado,1,Janeiro,13377,9259,TikTok,Cancelada
RES050763,2023-10-25,CLI005803,Via Francigena,Guiado,1,Outubro,16345,12182,Indicação,Concluída
RES050764,2025-12-23,CLI011450,Caminho Primitivo,Premium,2,Dezembro,45023,31592,Instagram,Concluída
RES050765,2025-06-09,CLI017645,Caminho Português,Guiado,1,Junho,16675,10865,WhatsApp,Concluída
RES050766,2020-06-26,CLI029528,Caminho Primitivo,Guiado,3,Junho,37828,26529,WhatsApp,Concluída
RES050767,2025-12-06,CLI016546,Caminho do Norte,Guiado,1,Dezembro,13467,9113,WhatsApp,Concluída
RES050768,2023-08-17,CLI025417,Caminho Primitivo,Premium,3,Agosto,50719,34071,YouTube,Concluída
RES050769,2022-06-25,CLI016106,Caminho Francês,Autoguiado,2,Junho,30838,18799,Indicação,Reagendada
RES050770,2025-01-28,CLI003012,Caminho Primitivo,Premium,1,Janeiro,15965,9571,Facebook,Concluída
RES050771,2021-01-13,CLI011412,Caminho Português,Guiado,2,Janeiro,22726,17619,Instagram,Concluída
RES050772,2023-11-15,CLI021962,Caminho Primitivo,Autoguiado,2,Novembro,27491,18712,YouTube,Concluída
RES050773,2023-01-11,CLI020246,Caminho Primitivo,Premium,4,Janeiro,51757,36880,YouTube,Concluída
RES050774,2021-12-17,CLI029957,Caminho do Norte,Premium,6,Dezembro,129556,84163,Instagram,Concluída
RES050775,2025-06-14,CLI015512,Via Francigena,Premium,2,Junho,30448,19355,YouTube,Concluída
RES050776,2024-10-01,CLI017920,Caminho Primitivo,Guiado,6,Outubro,68306,41139,YouTube,Concluída
RES050777,2024-04-19,CLI019710,Caminho Primitivo,Premium,2,Abril,33442,23540,TikTok,Concluída
RES050778,2026-08-01,CLI013688,Caminho Primitivo,Autoguiado,3,Agosto,43338,26031,YouTube,Concluída
RES050779,2025-03-27,CLI002590,Via Francigena,Autoguiado,3,Março,37859,27747,TikTok,Cancelada
RES050780,2026-08-08,CLI019964,Caminho Português,Autoguiado,4,Agosto,44140,33964,Facebook,Concluída
RES050781,2022-05-03,CLI015549,Caminho Português,Guiado,1,Maio,11363,7154,TikTok,Concluída
RES050782,2025-09-13,CLI016377,Via Francigena,Guiado,2,Setembro,28090,16580,Google,Concluída
RES050783,2020-07-15,CLI028652,Caminho Português,Guiado,1,Julho,10923,7104,YouTube,Concluída
RES050784,2025-11-09,CLI028413,Caminho do Norte,Premium,2,Novembro,26176,16462,Indicação,Concluída
RES050785,2024-08-28,CLI022998,Caminho Francês,Autoguiado,2,Agosto,26203,19502,TikTok,Concluída
RES050786,2021-09-27,CLI000472,Caminho Primitivo,Premium,5,Setembro,96844,69461,Facebook,Concluída
RES050787,2021-12-19,CLI028946,Caminho Francês,Premium,2,Dezembro,45320,33711,WhatsApp,Concluída
RES050788,2024-11-01,CLI025352,Caminho do Norte,Autoguiado,2,Novembro,25326,17949,Facebook,Concluída
RES050789,2020-07-27,CLI025994,Via Francigena,Premium,1,Julho,23112,16195,Google,Concluída
RES050790,2023-08-01,CLI006100,Via Francigena,Premium,1,Agosto,15662,11190,YouTube,Cancelada
RES050791,2021-02-21,CLI026149,Via Francigena,Autoguiado,2,Fevereiro,20672,12779,TikTok,Concluída
RES050792,2025-07-27,CLI011104,Via Francigena,Guiado,4,Julho,73035,56698,Facebook,Concluída
RES050793,2022-12-24,CLI003233,Caminho do Norte,Guiado,1,Dezembro,14893,10070,TikTok,Reagendada
RES050794,2025-10-23,CLI025905,Via Francigena,Premium,2,Outubro,32860,20135,WhatsApp,Concluída
RES050795,2024-08-03,CLI017583,Caminho do Norte,Premium,3,Agosto,54769,34760,Facebook,Concluída
RES050796,2025-05-09,CLI019023,Caminho do Norte,Premium,1,Maio,13088,9896,WhatsApp,Concluída
RES050797,2020-01-16,CLI016439,Caminho Português,Premium,5,Janeiro,83824,57224,Google,Concluída
RES050798,2024-04-18,CLI020334,Via Francigena,Guiado,6,Abril,76383,49195,WhatsApp,Concluída
RES050799,2023-01-21,CLI024094,Via Francigena,Premium,6,Janeiro,112418,83489,YouTube,Concluída
RES050800,2021-01-29,CLI001858,Caminho Francês,Guiado,2,Janeiro,32584,25026,YouTube,Concluída
RES050801,2020-02-20,CLI008013,Caminho Primitivo,Premium,6,Fevereiro,91195,63932,TikTok,Concluída
RES050802,2024-06-15,CLI011561,Via Francigena,Autoguiado,2,Junho,25962,15248,Instagram,Concluída
RES050803,2023-03-04,CLI012515,Caminho Francês,Guiado,3,Março,46431,30079,TikTok,Cancelada
RES050804,2023-06-27,CLI004568,Caminho Português,Autoguiado,3,Junho,38161,29459,Instagram,Concluída
RES050805,2023-09-13,CLI028841,Caminho Primitivo,Autoguiado,1,Setembro,11330,7263,YouTube,Concluída
RES050806,2024-09-23,CLI012623,Via Francigena,Guiado,1,Setembro,12073,7767,Google,Concluída
RES050807,2021-12-12,CLI020928,Caminho Primitivo,Autoguiado,3,Dezembro,42420,31403,WhatsApp,Concluída
RES050808,2022-12-26,CLI019232,Caminho do Norte,Premium,2,Dezembro,39015,24303,YouTube,Cancelada
