id_cliente,Caminho Francês,Caminho Português,Caminho Primitivo,Caminho do Norte,Via Francigena
CLI015073,8.25,0.0,8.0,6.0,0.0
CLI015074,0.0,7.0,8.0,7.666666666666667,9.0
CLI015075,0.0,7.5,0.0,0.0,0.0
CLI015076,0.0,8.0,0.0,0.0,8.5
CLI015078,0.0,0.0,8.0,0.0,10.0
CLI015079,0.0,0.0,8.5,8.0,0.0
CLI015080,0.0,7.0,0.0,9.0,0.0
CLI015081,8.0,0.0,0.0,0.0,0.0
CLI015082,0.0,8.0,9.0,9.0,8.0
CLI015083,8.5,7.0,0.0,9.0,0.0
CLI015084,0.0,8.0,0.0,0.0,0.0
CLI015085,0.0,8.0,8.0,7.0,10.0
CLI015086,8.0,0.0,9.0,9.0,0.0
CLI015087,0.0,0.0,0.0,8.0,0.0
CLI015088,7.0,8.5,6.0,0.0,7.0
CLI015089,9.0,0.0,0.0,8.0,7.0
CLI015090,0.0,0.0,0.0,10.0,0.0
CLI015091,9.0,9.0,0.0,0.0,7.0
CLI015092,8.0,0.0,7.0,0.0,0.0
CLI015093,9.0,0.0,0.0,0.0,9.0
CLI015094,0.0,0.0,9.0,0.0,0.0
CLI015095,0.0,0.0,0.0,0.0,7.0
CLI015096,8.0,0.0,0.0,0.0,0.0
CLI015097,0.0,7.0,0.0,0.0,0.0
CLI015098,0.0,0.0,0.0,8.0,8.5
CLI015099,7.0,0.0,8.0,0.0,0.0
CLI015100,0.0,8.0,7.0,0.0,8.0
CLI015101,9.0,0.0,8.0,0.0,0.0
CLI015103,0.0,0.0,9.0,6.0,9.0
CLI015104,0.0,0.0,0.0,0.0,7.0
CLI015105,7.5,7.0,0.0,0.0,0.0
CLI015106,8.0,0.0,7.0,0.0,0.0
CLI015107,7.0,0.0,0.0,9.0,8.0
CLI015108,0.0,8.5,0.0,0.0,8.5
CLI015109,0.0,0.0,0.0,0.0,9.0
CLI015110,0.0,0.0,0.0,8.0,0.0
CLI015111,0.0,8.5,0.0,0.0,7.0
CLI015112,0.0,0.0,0.0,0.0,7.0
CLI015113,7.0,7.5,8.0,0.0,0.0
CLI015114,0.0,0.0,9.0,0.0,0.0
CLI015115,7.0,0.0,8.0,0.0,0.0
CLI015117,0.0,7.0,0.0,0.0,0.0
CLI015118,9.0,0.0,0.0,7.0,0.0
CLI015119,8.5,0.0,0.0,0.0,0.0
CLI015120,9.0,0.0,7.5,9.0,0.0
CLI015121,0.0,0.0,0.0,9.0,0.0
CLI015122,0.0,0.0,0.0,9.0,0.0
CLI015124,0.0,0.0,0.0,7.0,6.0
CLI015125,0.0,0.0,0.0,0.0,8.0
CLI015126,0.0,8.0,7.0,0.0,9.0
CLI015127,0.0,7.0,0.0,7.0,0.0
CLI015128,0.0,9.0,9.0,0.0,0.0
CLI015129,0.0,0.0,0.0,0.0,8.0
CLI015131,9.0,9.0,0.0,9.0,0.0
CLI015132,9.0,9.0,0.0,0.0,0.0
CLI015133,0.0,0.0,0.0,9.0,0.0
CLI015134,0.0,0.0,9.0,0.0,0.0
CLI015135,0.0,8.0,8.0,0.0,0.0
CLI015137,8.0,0.0,7.666666666666667,0.0,8.0
CLI015138,0.0,0.0,8.0,9.0,7.0
CLI015139,8.0,9.0,0.0,0.0,8.0
CLI015140,8.0,0.0,0.0,0.0,0.0
CLI015141,9.0,0.0,6.0,0.0,0.0
CLI015142,0.0,0.0,10.0,0.0,6.0
CLI015143,0.0,6.0,0.0,8.0,8.5
CLI015144,0.0,10.0,0.0,9.0,7.0
CLI015145,0.0,0.0,8.0,0.0,6.0
CLI015146,0.0,0.0,9.0,8.5,10.0
CLI015147,0.0,0.0,0.0,8.0,7.0
CLI015148,0.0,0.0,0.0,8.0,0.0
CLI015149,8.0,0.0,8.0,0.0,8.0
CLI015150,0.0,8.0,9.0,0.0,7.5
CLI015151,9.0,0.0,0.0,0.0,0.0
CLI015152,0.0,0.0,8.0,7.0,8.0
CLI015153,0.0,8.0,0.0,0.0,9.0
CLI015154,7.0,0.0,0.0,7.5,0.0
CLI015155,8.5,8.0,0.0,0.0,0.0
CLI015156,7.0,0.0,0.0,9.0,8.0
CLI015157,0.0,8.0,0.0,0.0,9.0
CLI015158,0.0,0.0,8.0,0.0,0.0
CLI015159,0.0,10.0,0.0,0.0,0.0
CLI015160,0.0,9.0,0.0,0.0,0.0
CLI015161,0.0,0.0,8.5,0.0,0.0
CLI015162,0.0,0.0,0.0,7.0,0.0
CLI015163,7.0,10.0,8.0,0.0,8.0
CLI015164,0.0,0.0,8.0,7.0,0.0
CLI015165,0.0,0.0,0.0,0.0,8.0
CLI015166,7.0,7.0,8.0,0.0,9.0
CLI015167,0.0,0.0,0.0,0.0,7.5
CLI015168,0.0,0.0,0.0,0.0,8.0
CLI015169,0.0,0.0,0.0,0.0,8.0
CLI015170,0.0,8.0,7.0,0.0,9.0
CLI015171,0.0,0.0,9.0,0.0,0.0
CLI015172,9.0,0.0,10.0,7.0,0.0
CLI015173,8.0,0.0,0.0,10.0,0.0
CLI015174,0.0,8.0,7.0,0.0,8.0
CLI015175,0.0,9.0,8.0,0.0,9.0
CLI015176,0.0,0.0,0.0,0.0,8.0
CLI015177,9.0,0.0,0.0,7.0,8.0
CLI015178,0.0,9.0,0.0,7.0,0.0
CLI015180,9.0,0.0,0.0,0.0,7.0
CLI015181,0.0,0.0,0.0,7.0,9.0
CLI015182,6.0,0.0,8.0,9.0,6.0
CLI015184,0.0,8.0,6.0,0.0,0.0
CLI015185,0.0,0.0,0.0,0.0,8.0
CLI015187,7.5,0.0,9.0,9.0,8.0
CLI015188,7.5,0.0,9.0,0.0,0.0
CLI015190,0.0,0.0,0.0,9.0,9.0
CLI015191,8.5,8.0,0.0,7.0,0.0
CLI015192,8.0,0.0,0.0,9.0,0.0
CLI015193,0.0,0.0,0.0,7.5,0.0
CLI015194,0.0,0.0,9.0,0.0,0.0
CLI015195,9.0,0.0,0.0,0.0,0.0
CLI015196,9.0,8.0,0.0,9.0,6.0
CLI015197,0.0,0.0,9.0,9.0,7.0
CLI015198,0.0,0.0,0.0,9.0,7.5
CLI015199,0.0,0.0,9.0,7.0,8.5
CLI015200,0.0,0.0,8.0,0.0,0.0
CLI015202,7.0,0.0,7.0,8.0,0.0
CLI015203,9.0,8.0,0.0,9.0,0.0
CLI015204,9.0,9.0,0.0,7.0,8.25
CLI015205,8.0,7.5,9.0,9.0,0.0
CLI015206,9.0,0.0,7.5,0.0,0.0
CLI015207,0.0,0.0,0.0,8.0,0.0
CLI015208,0.0,10.0,0.0,0.0,8.0
CLI015209,7.0,8.0,7.666666666666667,0.0,8.0
CLI015210,0.0,0.0,8.0,0.0,8.5
CLI015211,0.0,8.0,7.5,0.0,8.0
CLI015212,0.0,8.0,0.0,0.0,8.0
CLI015213,8.0,8.0,6.0,0.0,0.0
CLI015214,10.0,10.0,9.0,0.0,0.0
CLI015215,0.0,8.0,0.0,8.5,6.0
CLI015216,0.0,0.0,0.0,10.0,0.0
CLI015217,0.0,0.0,9.0,0.0,0.0
CLI015218,9.0,0.0,0.0,0.0,0.0
CLI015219,8.0,0.0,10.0,0.0,0.0
CLI015220,0.0,10.0,8.0,0.0,9.0
CLI015221,9.0,9.0,7.333333333333333,7.0,8.0
CLI015222,0.0,0.0,9.0,8.0,0.0
CLI015224,8.0,0.0,8.0,0.0,0.0
CLI015225,0.0,0.0,8.0,8.0,0.0
CLI015226,8.0,0.0,7.0,0.0,0.0
CLI015227,8.0,0.0,0.0,0.0,9.0
CLI015228,9.0,0.0,7.0,8.0,7.0
CLI015229,8.0,0.0,0.0,0.0,0.0
CLI015230,7.0,0.0,0.0,6.0,8.0
CLI015231,0.0,0.0,8.0,0.0,7.5
CLI015232,0.0,0.0,9.0,0.0,0.0
CLI015233,7.0,0.0,0.0,0.0,8.0
CLI015234,8.0,8.0,8.0,8.0,0.0
CLI015235,0.0,0.0,8.0,8.0,0.0
CLI015236,0.0,0.0,0.0,0.0,8.0
CLI015238,8.0,0.0,0.0,7.0,9.0
CLI015239,0.0,0.0,9.0,8.0,0.0
CLI015240,7.0,0.0,0.0,0.0,0.0
CLI015241,0.0,7.0,9.5,0.0,0.0
CLI015242,0.0,7.75,8.0,0.0,0.0
CLI015243,7.0,0.0,7.0,0.0,10.0
CLI015244,0.0,9.0,0.0,0.0,0.0
CLI015245,8.0,0.0,0.0,0.0,9.0
CLI015247,8.0,0.0,0.0,0.0,0.0
CLI015249,0.0,9.0,0.0,0.0,9.0
CLI015251,9.0,0.0,7.0,0.0,7.0
CLI015252,8.0,0.0,0.0,7.0,7.5
CLI015253,0.0,0.0,0.0,0.0,9.0
CLI015255,0.0,0.0,8.0,0.0,9.0
CLI015256,8.0,0.0,0.0,0.0,0.0
CLI015257,9.0,9.0,0.0,8.0,9.0
CLI015259,9.0,0.0,0.0,0.0,7.5
CLI015260,8.0,0.0,9.0,0.0,0.0
CLI015261,0.0,0.0,0.0,7.0,10.0
CLI015263,0.0,0.0,7.0,0.0,0.0
CLI015264,0.0,0.0,9.0,0.0,0.0
CLI015265,0.0,0.0,0.0,0.0,8.0
CLI015266,10.0,0.0,0.0,8.0,0.0
CLI015267,0.0,0.0,0.0,0.0,9.0
CLI015268,9.0,0.0,8.5,9.0,7.0
CLI015269,8.0,0.0,0.0,0.0,0.0
CLI015270,8.0,8.0,9.0,0.0,8.0
CLI015271,0.0,7.5,0.0,0.0,0.0
CLI015273,8.0,0.0,0.0,0.0,8.0
CLI015274,0.0,8.0,0.0,0.0,9.0
CLI015276,0.0,8.0,0.0,0.0,0.0
CLI015277,0.0,9.0,0.0,7.0,0.0
CLI015279,0.0,0.0,9.0,0.0,6.0
CLI015280,0.0,7.0,8.0,0.0,7.0
CLI015281,0.0,9.0,8.0,0.0,0.0
CLI015283,0.0,0.0,0.0,9.5,8.0
CLI015284,7.5,7.0,0.0,0.0,7.0
CLI015285,0.0,0.0,0.0,0.0,8.0
CLI015286,0.0,7.0,0.0,0.0,0.0
CLI015288,9.0,7.0,0.0,0.0,9.0
CLI015289,0.0,0.0,0.0,0.0,9.0
CLI015290,0.0,9.0,0.0,9.0,0.0
CLI015291,0.0,0.0,8.0,0.0,0.0
CLI015292,7.0,8.0,0.0,0.0,0.0
CLI015294,7.0,7.5,0.0,8.0,0.0
CLI015295,0.0,8.0,7.333333333333333,9.0,0.0
CLI015296,0.0,0.0,7.0,7.0,9.0
CLI015297,0.0,0.0,0.0,0.0,7.0
CLI015298,0.0,0.0,0.0,8.0,0.0
CLI015299,0.0,9.0,0.0,0.0,6.0
CLI015300,0.0,8.0,9.0,0.0,8.0
CLI015301,8.0,0.0,9.0,0.0,0.0
CLI015302,9.0,8.0,9.0,0.0,0.0
CLI015303,0.0,0.0,0.0,9.0,7.5
CLI015304,9.0,0.0,0.0,0.0,0.0
CLI015305,9.0,9.0,9.0,9.0,7.0
CLI015306,0.0,8.0,0.0,0.0,0.0
CLI015307,0.0,8.0,9.0,0.0,0.0
CLI015308,0.0,0.0,0.0,0.0,8.0
CLI015309,0.0,7.0,9.0,9.0,7.0
CLI015310,0.0,7.0,0.0,7.0,7.5
CLI015312,0.0,8.0,9.0,8.0,0.0
CLI015313,6.0,0.0,8.0,0.0,7.5
CLI015315,8.5,9.0,0.0,8.0,0.0
CLI015316,0.0,0.0,8.0,0.0,7.0
CLI015317,8.0,8.0,8.0,0.0,0.0
CLI015319,8.0,0.0,7.0,10.0,0.0
CLI015320,0.0,0.0,0.0,7.0,0.0
CLI015321,9.0,0.0,0.0,7.5,0.0
CLI015322,8.0,8.0,0.0,7.0,6.5
CLI015323,8.5,0.0,0.0,0.0,0.0
CLI015324,7.0,8.0,0.0,0.0,0.0
CLI015325,0.0,0.0,9.0,0.0,0.0
CLI015326,8.5,0.0,0.0,7.0,0.0
CLI015327,0.0,0.0,0.0,8.0,10.0
CLI015328,0.0,8.0,0.0,8.0,8.0
CLI015329,8.0,7.0,0.0,0.0,0.0
CLI015330,0.0,0.0,8.0,8.0,8.0
CLI015331,8.0,0.0,0.0,0.0,9.0
CLI015332,6.0,0.0,6.5,0.0,7.0
CLI015333,9.0,9.5,8.0,0.0,0.0
CLI015334,0.0,0.0,0.0,8.0,7.0
CLI015335,0.0,7.0,9.0,0.0,0.0
CLI015336,0.0,0.0,0.0,0.0,8.0
CLI015337,0.0,0.0,0.0,8.0,7.0
CLI015338,9.0,0.0,8.0,0.0,0.0
CLI015339,7.0,0.0,8.0,0.0,8.0
CLI015340,0.0,8.0,0.0,8.0,0.0
CLI015341,0.0,7.5,0.0,0.0,0.0
CLI015342,0.0,0.0,8.0,0.0,8.0
CLI015343,0.0,7.0,0.0,7.0,7.0
CLI015344,0.0,8.0,0.0,0.0,0.0
CLI015345,10.0,0.0,0.0,8.0,0.0
CLI015347,0.0,0.0,7.0,0.0,0.0
CLI015348,7.0,0.0,0.0,0.0,8.0
CLI015349,8.0,0.0,0.0,0.0,0.0
CLI015350,0.0,0.0,6.5,7.0,8.0
CLI015351,8.0,0.0,8.0,9.0,0.0
CLI015352,8.0,0.0,0.0,0.0,0.0
CLI015353,0.0,0.0,7.0,7.0,0.0
CLI015354,0.0,8.0,8.0,0.0,0.0
CLI015355,0.0,7.0,8.0,0.0,0.0
CLI015356,0.0,8.0,0.0,0.0,8.0
CLI015357,0.0,0.0,8.0,0.0,7.0
CLI015358,0.0,0.0,0.0,7.0,0.0
CLI015359,0.0,8.0,0.0,0.0,9.0
CLI015360,0.0,0.0,0.0,0.0,9.0
CLI015361,9.0,0.0,0.0,0.0,0.0
CLI015362,8.0,9.0,0.0,7.0,0.0
CLI015363,7.5,0.0,8.5,10.0,7.5
CLI015364,10.0,7.0,7.0,0.0,7.0
CLI015365,0.0,8.0,0.0,0.0,0.0
CLI015366,0.0,0.0,0.0,9.0,0.0
CLI015367,9.0,0.0,0.0,0.0,0.0
CLI015369,0.0,0.0,0.0,7.0,0.0
CLI015370,0.0,0.0,0.0,8.0,8.5
CLI015371,8.0,8.0,0.0,8.0,0.0
CLI015372,0.0,0.0,0.0,8.5,0.0
CLI015373,7.0,0.0,9.0,0.0,8.0
CLI015374,0.0,8.0,0.0,0.0,9.0
CLI015375,8.0,7.5,8.0,0.0,8.333333333333334
CLI015377,7.0,8.0,0.0,9.0,0.0
CLI015378,8.0,9.0,0.0,0.0,0.0
CLI015379,0.0,0.0,8.0,0.0,0.0
CLI015380,0.0,7.666666666666667,0.0,0.0,8.0
CLI015381,0.0,8.333333333333334,9.0,0.0,0.0
CLI015382,0.0,9.0,9.0,7.0,9.0
CLI015383,9.0,0.0,9.0,8.666666666666666,0.0
CLI015384,0.0,0.0,7.5,0.0,0.0
CLI015385,0.0,0.0,8.0,0.0,0.0
CLI015387,0.0,0.0,10.0,0.0,0.0
CLI015388,0.0,0.0,0.0,0.0,8.0
CLI015389,0.0,0.0,0.0,7.0,7.5
CLI015391,7.0,0.0,8.0,0.0,0.0
CLI015392,7.5,0.0,8.0,0.0,9.0
CLI015393,0.0,0.0,8.0,0.0,0.0
CLI015394,0.0,0.0,0.0,8.0,0.0
CLI015395,0.0,8.0,0.0,9.0,0.0
CLI015397,8.0,0.0,0.0,0.0,0.0
CLI015398,9.0,7.666666666666667,9.0,0.0,0.0
CLI015399,0.0,0.0,0.0,8.0,0.0
CLI015400,9.0,0.0,0.0,0.0,0.0
CLI015401,8.0,9.0,0.0,0.0,8.5
CLI015402,0.0,9.0,0.0,0.0,0.0
CLI015403,7.0,0.0,0.0,0.0,0.0
CLI015404,8.0,0.0,9.0,0.0,0.0
CLI015405,0.0,8.0,0.0,0.0,0.0
CLI015406,0.0,8.0,10.0,0.0,0.0
CLI015407,0.0,0.0,8.0,7.5,7.0
CLI015409,9.0,0.0,8.0,0.0,0.0
CLI015410,0.0,0.0,0.0,7.5,9.0
CLI015411,0.0,7.0,0.0,9.0,7.0
CLI015412,0.0,8.0,8.0,0.0,10.0
CLI015413,0.0,0.0,0.0,0.0,8.0
CLI015414,0.0,0.0,0.0,0.0,9.0
CLI015415,0.0,0.0,0.0,9.0,8.0
CLI015416,0.0,8.0,0.0,0.0,0.0
CLI015417,0.0,0.0,8.0,0.0,9.0
CLI015418,0.0,0.0,7.0,0.0,0.0
CLI015419,0.0,0.0,7.0,8.0,0.0
CLI015420,0.0,0.0,0.0,7.0,0.0
CLI015421,0.0,10.0,0.0,0.0,7.5
CLI015422,0.0,0.0,0.0,8.0,8.0
CLI015423,0.0,0.0,0.0,8.0,0.0
CLI015424,9.0,0.0,9.0,0.0,9.0
CLI015425,0.0,0.0,0.0,9.0,8.0
CLI015426,7.5,7.5,8.0,8.0,0.0
CLI015427,0.0,0.0,9.666666666666666,9.0,0.0
CLI015428,0.0,0.0,7.0,8.0,7.5
CLI015430,8.0,0.0,0.0,0.0,0.0
CLI015431,8.0,0.0,0.0,9.0,8.0
CLI015432,8.0,0.0,0.0,8.0,0.0
CLI015433,8.0,7.0,8.0,9.0,10.0
CLI015434,0.0,0.0,0.0,9.0,0.0
CLI015435,0.0,9.0,9.0,0.0,0.0
CLI015436,0.0,0.0,9.0,0.0,0.0
CLI015437,0.0,0.0,8.0,0.0,0.0
CLI015438,7.5,7.5,0.0,9.0,0.0
CLI015439,7.666666666666667,7.5,0.0,9.0,0.0
CLI015440,0.0,8.0,7.0,9.0,0.0
CLI015441,8.0,0.0,0.0,0.0,0.0
CLI015442,0.0,7.0,0.0,7.5,8.0
CLI015443,8.0,0.0,0.0,0.0,0.0
CLI015444,0.0,7.0,0.0,0.0,0.0
CLI015445,0.0,10.0,0.0,9.0,0.0
CLI015446,0.0,0.0,0.0,0.0,9.0
CLI015447,9.0,0.0,8.0,10.0,8.0
CLI015448,8.0,0.0,0.0,0.0,0.0
CLI015449,0.0,0.0,0.0,9.0,10.0
CLI015450,0.0,0.0,9.0,0.0,0.0
CLI015451,0.0,7.0,0.0,9.0,0.0
CLI015452,0.0,0.0,0.0,0.0,9.0
CLI015453,9.0,0.0,0.0,0.0,0.0
CLI015454,8.0,0.0,9.0,0.0,0.0
CLI015455,9.0,10.0,0.0,0.0,0.0
CLI015456,0.0,9.0,0.0,0.0,10.0
CLI015458,8.0,8.0,0.0,0.0,7.0
CLI015459,7.0,7.0,8.0,8.0,0.0
CLI015460,7.5,0.0,7.0,9.0,9.0
CLI015461,0.0,0.0,8.0,8.0,10.0
CLI015462,0.0,0.0,6.0,0.0,0.0
CLI015463,7.0,0.0,0.0,7.0,9.0
CLI015464,9.0,0.0,0.0,0.0,0.0
CLI015465,8.0,8.0,0.0,0.0,9.0
CLI015466,0.0,9.0,0.0,0.0,0.0
CLI015467,0.0,9.0,0.0,0.0,0.0
CLI015468,9.0,8.0,0.0,0.0,8.0
CLI015469,8.0,9.0,8.0,7.0,0.0
CLI015470,7.0,0.0,9.0,0.0,9.0
CLI015472,8.0,0.0,0.0,9.0,8.25
CLI015473,8.0,7.0,8.0,8.0,9.0
CLI015474,0.0,0.0,8.0,7.0,0.0
CLI015475,9.0,9.0,0.0,0.0,8.0
CLI015477,0.0,9.0,7.0,9.0,0.0
CLI015478,0.0,0.0,9.0,0.0,0.0
CLI015479,0.0,0.0,8.0,0.0,9.0
CLI015480,9.0,7.0,8.5,0.0,0.0
CLI015482,9.0,0.0,0.0,0.0,0.0
CLI015483,8.0,0.0,0.0,0.0,9.0
CLI015484,0.0,0.0,10.0,0.0,7.0
CLI015485,8.0,0.0,0.0,0.0,10.0
CLI015486,0.0,0.0,0.0,9.0,0.0
CLI015487,0.0,0.0,9.0,0.0,8.0
CLI015488,7.0,8.0,0.0,0.0,0.0
CLI015489,9.0,0.0,8.0,0.0,0.0
CLI015490,9.0,9.0,0.0,0.0,7.0
CLI015491,0.0,0.0,0.0,0.0,8.0
CLI015492,0.0,0.0,6.0,9.0,7.5
CLI015493,8.0,8.0,0.0,0.0,7.333333333333333
CLI015494,0.0,8.0,0.0,10.0,9.0
CLI015495,0.0,0.0,0.0,8.0,8.0
CLI015496,0.0,0.0,7.0,0.0,0.0
CLI015497,7.5,0.0,0.0,0.0,0.0
CLI015498,7.0,9.0,8.5,0.0,8.0
CLI015500,8.5,9.0,0.0,8.0,9.0
CLI015501,9.0,9.0,0.0,8.0,0.0
CLI015503,10.0,0.0,0.0,0.0,0.0
CLI015504,0.0,7.5,8.0,8.0,8.0
CLI015505,0.0,7.0,0.0,0.0,0.0
CLI015506,0.0,0.0,7.0,8.0,0.0
CLI015507,0.0,0.0,8.0,10.0,7.5
CLI015508,9.0,9.0,9.0,0.0,8.0
CLI015509,0.0,0.0,0.0,0.0,9.0
CLI015510,0.0,0.0,8.0,9.0,0.0
CLI015511,0.0,0.0,0.0,7.0,8.0
CLI015512,10.0,8.0,0.0,0.0,8.5
CLI015513,0.0,9.0,9.0,9.0,0.0
CLI015514,0.0,0.0,8.5,9.0,7.5
CLI015515,0.0,9.0,0.0,0.0,8.0
CLI015516,0.0,0.0,8.0,0.0,0.0
CLI015517,8.0,8.0,8.0,0.0,0.0
CLI015518,0.0,8.0,8.0,0.0,0.0
CLI015519,8.0,0.0,7.0,0.0,7.0
CLI015520,8.0,8.0,0.0,8.0,0.0
CLI015521,10.0,8.0,0.0,0.0,0.0
CLI015522,7.0,0.0,8.0,0.0,0.0
CLI015523,0.0,0.0,0.0,8.0,0.0
CLI015524,9.0,0.0,0.0,0.0,8.0
CLI015525,0.0,0.0,8.0,0.0,0.0
CLI015526,9.0,0.0,0.0,7.5,0.0
CLI015527,0.0,0.0,9.0,8.0,8.0
CLI015528,9.0,0.0,0.0,0.0,0.0
CLI015529,0.0,9.0,10.0,8.0,9.0
CLI015530,8.0,0.0,7.0,0.0,8.0
CLI015531,0.0,8.0,8.5,0.0,0.0
CLI015532,0.0,9.0,0.0,8.5,0.0
CLI015533,0.0,0.0,8.5,10.0,7.0
CLI015534,0.0,6.0,7.0,8.0,0.0
CLI015535,0.0,8.0,0.0,8.5,9.0
CLI015536,9.0,0.0,0.0,7.0,7.0
CLI015537,0.0,0.0,0.0,0.0,9.0
CLI015538,0.0,0.0,6.0,0.0,0.0
CLI015539,0.0,0.0,7.0,7.0,0.0
CLI015540,7.0,0.0,0.0,0.0,0.0
CLI015541,0.0,0.0,0.0,0.0,9.0
CLI015542,0.0,8.0,0.0,0.0,0.0
CLI015543,0.0,9.0,10.0,7.0,0.0
CLI015544,0.0,0.0,7.5,0.0,0.0
CLI015546,0.0,0.0,0.0,8.0,0.0
CLI015547,0.0,7.0,0.0,7.0,0.0
CLI015548,8.0,0.0,0.0,0.0,8.0
CLI015549,0.0,8.0,0.0,0.0,0.0
CLI015551,0.0,0.0,0.0,7.0,0.0
CLI015552,8.0,8.0,0.0,0.0,8.0
CLI015554,0.0,8.0,0.0,8.0,0.0
CLI015555,0.0,9.0,0.0,0.0,0.0
CLI015556,8.0,7.0,0.0,0.0,0.0
CLI015557,8.0,10.0,9.0,9.0,7.0
CLI015558,0.0,8.5,0.0,9.0,0.0
CLI015559,0.0,0.0,0.0,0.0,9.0
CLI015560,0.0,9.0,0.0,0.0,0.0
CLI015561,0.0,0.0,0.0,9.0,0.0
CLI015563,0.0,0.0,0.0,8.0,0.0
CLI015564,0.0,8.0,8.0,8.0,0.0
CLI015565,8.0,9.0,7.0,9.0,0.0
CLI015566,0.0,0.0,0.0,0.0,6.0
CLI015567,0.0,0.0,8.0,0.0,8.0
CLI015568,0.0,6.0,0.0,9.0,0.0
CLI015569,0.0,0.0,0.0,8.0,8.0
CLI015570,0.0,0.0,0.0,0.0,8.0
CLI015571,7.0,0.0,8.0,9.0,10.0
CLI015572,0.0,8.0,0.0,9.0,0.0
CLI015573,7.5,0.0,7.0,9.5,9.0
CLI015574,8.0,0.0,0.0,8.0,0.0
CLI015575,0.0,0.0,0.0,8.0,0.0
CLI015576,0.0,0.0,0.0,9.0,7.0
CLI015577,9.0,9.0,7.0,0.0,9.0
CLI015578,9.0,8.0,9.0,8.333333333333334,9.0
CLI015579,0.0,0.0,7.0,0.0,6.5
CLI015580,0.0,9.0,8.0,0.0,0.0
CLI015581,9.0,8.0,7.0,10.0,0.0
CLI015582,0.0,0.0,8.0,8.5,7.0
CLI015583,0.0,0.0,0.0,9.0,8.0
CLI015584,10.0,0.0,8.666666666666666,0.0,0.0
CLI015585,8.0,9.0,0.0,0.0,0.0
CLI015587,7.0,7.0,0.0,0.0,8.0
CLI015588,0.0,7.0,0.0,7.0,9.0
CLI015589,6.0,0.0,0.0,7.0,0.0
CLI015590,0.0,0.0,6.0,8.0,0.0
CLI015591,0.0,0.0,9.0,8.0,0.0
CLI015592,0.0,7.0,8.0,8.0,8.0
CLI015593,8.5,9.0,0.0,9.0,0.0
CLI015594,10.0,8.0,0.0,8.0,0.0
CLI015595,0.0,10.0,7.0,0.0,0.0
CLI015596,8.5,8.0,9.0,0.0,0.0
CLI015597,9.0,0.0,8.0,0.0,8.0
CLI015598,8.0,0.0,0.0,0.0,0.0
CLI015599,0.0,7.0,0.0,6.0,0.0
CLI015600,0.0,0.0,7.0,0.0,0.0
CLI015601,9.0,0.0,0.0,0.0,0.0
CLI015602,0.0,0.0,8.5,6.0,8.0
CLI015603,0.0,0.0,8.0,0.0,0.0
CLI015604,9.0,0.0,8.0,0.0,0.0
CLI015605,0.0,8.0,8.0,8.0,9.0
CLI015607,0.0,8.0,0.0,0.0,8.0
CLI015608,0.0,0.0,0.0,8.0,0.0
CLI015609,9.0,9.0,9.0,8.0,9.5
CLI015610,0.0,9.0,0.0,0.0,0.0
CLI015611,8.0,0.0,0.0,0.0,0.0
CLI015612,7.0,0.0,8.0,0.0,0.0
CLI015613,8.0,9.0,0.0,0.0,9.0
CLI015614,10.0,0.0,0.0,0.0,9.0
CLI015615,0.0,9.0,0.0,0.0,0.0
CLI015616,8.0,0.0,0.0,10.0,0.0
CLI015617,0.0,0.0,9.0,0.0,7.5
CLI015619,0.0,0.0,7.0,7.0,0.0
CLI015620,0.0,9.0,0.0,0.0,9.0
CLI015621,0.0,0.0,8.0,0.0,0.0
CLI015622,0.0,0.0,8.0,0.0,8.0
CLI015623,0.0,8.5,0.0,0.0,0.0
CLI015624,0.0,0.0,8.5,8.0,7.0
CLI015625,0.0,7.0,9.0,9.0,0.0
CLI015626,7.0,0.0,0.0,7.0,0.0
CLI015627,0.0,8.0,8.0,0.0,7.0
CLI015628,6.0,7.0,0.0,0.0,7.0
CLI015629,0.0,0.0,0.0,0.0,8.0
CLI015630,0.0,0.0,0.0,0.0,6.0
CLI015631,0.0,7.0,9.0,8.0,8.0
CLI015633,8.0,7.0,0.0,0.0,6.0
CLI015634,8.0,0.0,0.0,6.0,0.0
CLI015635,7.5,7.5,9.0,0.0,0.0
CLI015636,8.75,8.0,8.0,8.0,0.0
CLI015637,8.0,0.0,8.0,0.0,0.0
CLI015639,9.0,7.0,9.0,0.0,0.0
CLI015640,8.0,0.0,8.0,0.0,0.0
CLI015641,0.0,0.0,9.0,0.0,0.0
CLI015642,8.0,8.0,0.0,0.0,0.0
CLI015643,0.0,8.0,8.0,0.0,0.0
CLI015644,7.0,9.0,0.0,8.0,0.0
CLI015646,0.0,0.0,0.0,0.0,9.0
CLI015647,8.0,0.0,0.0,8.0,0.0
CLI015648,9.0,0.0,7.5,0.0,0.0
CLI015649,0.0,0.0,9.0,7.0,8.0
CLI015650,0.0,0.0,0.0,0.0,7.0
CLI015651,0.0,8.5,7.0,0.0,0.0
CLI015652,0.0,8.0,0.0,8.0,0.0
CLI015653,0.0,8.0,0.0,0.0,0.0
CLI015654,0.0,7.0,8.0,8.0,0.0
CLI015655,6.0,8.0,0.0,0.0,0.0
CLI015656,9.0,9.0,0.0,8.0,0.0
CLI015657,8.0,0.0,6.5,0.0,0.0
CLI015658,0.0,0.0,7.0,8.5,0.0
